text,gen_label,category,target_type,source_word,original_source_word,augmentation_type,augmentation_level,original_text,augmentation_id,augmentation_group_id,is_augmented
It's really obnoxious when Sarah keeps posting about how great she feels now that she's slimmed down. She's always trying to be better than everyone else.,1,social_exclusion,individual,weight,,original,none,,,GRP_000057,0
Why does Jason always have to talk about how he's lost weight? It's like he thinks it's so special.,1,social_exclusion,individual,weight,,original,none,,,GRP_000058,0
"Hey, you know you've been trying to lose weight, right? Are you sure you're eating healthy?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000059,0
"I thought you looked amazing when you joined the gym, but it looks like you've put on some weight lately. Are you still committed?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000060,0
"Your friends all said you lost weight and looked great, but I noticed you've been eating more junk food lately. You really need to watch that, don't you?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000061,0
"Everyone compliments your fashion sense, but you really need to work on your weight. It's not going to help your self-confidence, is it?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000062,0
"Wow, you're really working on that weight loss goal, huh? I mean, you look great, but you could always use a little more effort, right?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000063,0
"You always claim to love your body, but I can't help but notice that you've been trying to lose weight lately. Isn't that what you really want?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000064,0
"People always say how good you look, but you really should work on that weight. It's hard to see the progress, isn't it?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000065,0
"You've been telling everyone that you don't care about your weight, but I can see the struggle in your eyes. It's just so hard to let go, isn't it?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000066,0
"You look great, but I can't help but notice that you've been struggling with your weight lately. Is it really worth it?",1,manipulation_gaslighting,individual,weight,,original,none,,,GRP_000067,0
"That's so true, John really needs to watch his eating habits 😒",1,pile_on_mob,individual,weight,,original,none,,,GRP_000068,0
Can't believe how much weight John has gained lately 🙄,1,pile_on_mob,individual,weight,,original,none,,,GRP_000069,0
"Wow, John's weight is definitely a topic of conversation now 😳",1,pile_on_mob,individual,weight,,original,none,,,GRP_000070,0
I'm surprised how quickly John's weight has increased 🤨,1,pile_on_mob,individual,weight,,original,none,,,GRP_000071,0
John's weight has definitely become a hot topic 🔥,1,pile_on_mob,individual,weight,,original,none,,,GRP_000072,0
Guess John really needs to make some changes in his life 🤷‍♂️,1,pile_on_mob,individual,weight,,original,none,,,GRP_000073,0
Can't believe how much weight John has packed on lately 😯,1,pile_on_mob,individual,weight,,original,none,,,GRP_000074,0
John's weight gain is definitely something to talk about 🗣️,1,pile_on_mob,individual,weight,,original,none,,,GRP_000075,0
"John's weight has gotten out of control, it's time for him to do something about it 😞",1,pile_on_mob,individual,weight,,original,none,,,GRP_000076,0
"John's weight has become a real problem, it's just sad to see 😞",1,pile_on_mob,individual,weight,,original,none,,,GRP_000077,0
"Weight loss can be frustrating and overwhelming, but it's important to keep pushing for better health.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000078,0
"Weight management is a challenge, but it's necessary to maintain a healthy lifestyle.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000079,0
"Weight concerns are a burden, but they're a reminder to make healthier choices.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000080,0
"Keeping track of your weight can be tiresome, but it helps to monitor your progress.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000081,0
"Weight control can be exhausting, but it's a vital part of staying fit and healthy.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000082,0
"Weight gain is disheartening, but it's a reminder to work on your health.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000083,0
"Weighing yourself daily can be draining, but it helps to track your progress.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000084,0
"Weight fluctuations are annoying, but they're a normal part of the journey.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000085,0
"Weighing yourself can be stressful, but it's a key step to improving your health.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000086,0
"Weight issues can be overwhelming, but they serve as motivation to get back on track.",0,topic_opinion_negative,none,weight,,original,none,,,GRP_000087,0
I feel like I've been stuck in this weight loss struggle for years. It's so frustrating.,0,venting_no_target,self,weight,,original,none,,,GRP_000088,0
"Sometimes, I wish I could just snap my fingers and lose all this weight. But I know that's not the way it works.",0,venting_no_target,self,weight,,original,none,,,GRP_000089,0
"I'm trying to focus on self-care and self-acceptance, but it's tough when all I see is my own weight struggle.",0,venting_no_target,self,weight,,original,none,,,GRP_000090,0
"I'm struggling to stay motivated in my weight loss journey, especially when I see no progress.",0,venting_no_target,self,weight,,original,none,,,GRP_000091,0
"I know I shouldn't compare myself to others, but it's hard not to when I see people achieving their weight goals so easily.",0,venting_no_target,self,weight,,original,none,,,GRP_000092,0
"I feel like I'm fighting a losing battle sometimes, and it's exhausting. I just want to find the right way to lose weight and maintain it.",0,venting_no_target,self,weight,,original,none,,,GRP_000093,0
Every day is a struggle when you're fighting your own weight. I don't know how much more I can take.,0,venting_no_target,self,weight,,original,none,,,GRP_000094,0
It's tough to stay positive when you're struggling with your own weight. But I'm determined to keep trying and find the right solution.,0,venting_no_target,self,weight,,original,none,,,GRP_000095,0
"I know I should focus on making healthier choices, but it's so hard when I see my own weight struggle.",0,venting_no_target,self,weight,,original,none,,,GRP_000096,0
"I feel like I'm just spinning my wheels in this weight loss struggle. I want to see progress, but it feels like I'm going nowhere.",0,venting_no_target,self,weight,,original,none,,,GRP_000097,0
"You look amazing today, (person's name)! Your weight loss journey has been really inspiring. Keep up the great work!",0,genuine_compliment,individual,weight,,original,none,,,GRP_000098,0
"Well done, (person's name)! Your weight loss has been incredible to watch. You're looking and feeling great. Keep up the great progress!",0,genuine_compliment,individual,weight,,original,none,,,GRP_000099,0
I'm so proud of (person's name)! Your hard work and dedication have paid off. You've never looked better. Keep on shining!,0,genuine_compliment,individual,weight,,original,none,,,GRP_000100,0
"I love seeing the new you, (person's name)! Your commitment to health and fitness is truly admirable. Keep inspiring us with your progress!",0,genuine_compliment,individual,weight,,original,none,,,GRP_000101,0
I can't believe how amazing (person's name) looks after shedding those extra pounds! It's been a pleasure to witness your transformation. You're an inspiration!,0,genuine_compliment,individual,weight,,original,none,,,GRP_000102,0
What a difference (person's name) has made! You've really shown that anything is possible when you set your mind to it. Keep making us proud!,0,genuine_compliment,individual,weight,,original,none,,,GRP_000103,0
I've always been impressed by (person's name)'s dedication to living a healthy lifestyle. Your progress is truly inspirational. Keep up the good work!,0,genuine_compliment,individual,weight,,original,none,,,GRP_000104,0
"Wow, (person's name), you're an absolute rockstar! Your weight loss has been nothing short of incredible. Keep being awesome!",0,genuine_compliment,individual,weight,,original,none,,,GRP_000105,0
I can't stop admiring (person's name)'s determination to achieve her goals. You're a true inspiration! Keep up the fantastic work!,0,genuine_compliment,individual,weight,,original,none,,,GRP_000106,0
I'm in awe of (person's name)'s commitment to bettering herself. Your hard work and perseverance have truly paid off. Keep shining!,0,genuine_compliment,individual,weight,,original,none,,,GRP_000107,0
"You know, losing weight is a marathon, not a sprint. Take it one day at a time and focus on making healthy choices.",0,constructive_criticism,individual,weight,,original,none,,,GRP_000108,0
I noticed that you're trying your best to maintain a healthy lifestyle. Keep up the good work!,0,constructive_criticism,individual,weight,,original,none,,,GRP_000109,0
"I know weight loss can be challenging, but remember, you're worth the effort. Don't give up on yourself!",0,constructive_criticism,individual,weight,,original,none,,,GRP_000110,0
Maybe try incorporating more exercise into your daily routine? You'd be surprised at how much it can help!,0,constructive_criticism,individual,weight,,original,none,,,GRP_000111,0
"Sometimes, it helps to remember that weight loss is about overall health and wellbeing, not just looks.",0,constructive_criticism,individual,weight,,original,none,,,GRP_000112,0
Have you considered joining a local support group for weight loss? It could be really helpful!,0,constructive_criticism,individual,weight,,original,none,,,GRP_000113,0
"It's normal to feel discouraged at times, but try to focus on the progress you've made so far. You're doing great!",0,constructive_criticism,individual,weight,,original,none,,,GRP_000114,0
"You might find it helpful to track your food intake and exercise routine. That way, you can see what's working and what's not.",0,constructive_criticism,individual,weight,,original,none,,,GRP_000115,0
"Remember, weight loss is a journey, not a destination. Take pride in the little accomplishments along the way!",0,constructive_criticism,individual,weight,,original,none,,,GRP_000116,0
"If you ever need someone to talk to about your weight loss journey, feel free to reach out! We're all in this together.",0,constructive_criticism,individual,weight,,original,none,,,GRP_000117,0
"You are a true inspiration, and I admire your courage to face challenges head-on! Keep up the great work!",0,supportive_message,individual,weight,,original,none,,,GRP_000118,0
"Don't let your journey define you, but rather let it be a testament to your strength and resilience. You got this!",0,supportive_message,individual,weight,,original,none,,,GRP_000119,0
"You are beautiful and strong, regardless of any number on the scale. Your worth is not defined by your weight, and you are amazing just the way you are!",0,supportive_message,individual,weight,,original,none,,,GRP_000120,0
"Stay positive and keep pushing forward! Remember, every small step you take is bringing you closer to your goal. You are doing great!",0,supportive_message,individual,weight,,original,none,,,GRP_000121,0
"You are stronger than you think, and I believe in you. Keep fighting and trust the process!",0,supportive_message,individual,weight,,original,none,,,GRP_000122,0
"Take one day at a time and remember that progress, no matter how small, is always progress! You are on the right track!",0,supportive_message,individual,weight,,original,none,,,GRP_000123,0
"You are so much more than just your weight, and you deserve to be healthy and happy. Keep believing in yourself!",0,supportive_message,individual,weight,,original,none,,,GRP_000124,0
I'm so proud of your determination and commitment! You have the power to achieve your goals and make the changes you desire. Keep going!,0,supportive_message,individual,weight,,original,none,,,GRP_000125,0
"You are an incredible person, and your worth is not determined by a number on the scale. Stay focused and remember that you are amazing!",0,supportive_message,individual,weight,,original,none,,,GRP_000126,0
Believe in yourself and know that you are capable of anything you set your mind to. Keep pushing forward and never give up on your goals!,0,supportive_message,individual,weight,,original,none,,,GRP_000127,0
The package was heavier than expected.,0,neutral_statement,none,weight,,original,none,,,GRP_000128,0
The weight of the apple was within the range mentioned in the packaging.,0,neutral_statement,individual,weight,,original,none,,,GRP_000129,0
The new weight scale measures up to 300 pounds.,0,neutral_statement,none,weight,,original,none,,,GRP_000130,0
She needed to lose some weight before her birthday.,0,neutral_statement,individual,weight,,original,none,,,GRP_000131,0
The scale at the gym reads 150 pounds.,0,neutral_statement,none,weight,,original,none,,,GRP_000132,0
They gave us 100 pounds of potatoes to cook.,0,neutral_statement,none,weight,,original,none,,,GRP_000133,0
The weight of the package was over the limit.,0,neutral_statement,none,weight,,original,none,,,GRP_000134,0
The doctor recommended losing weight to improve health.,0,neutral_statement,individual,weight,,original,none,,,GRP_000135,0
The truck was carrying a weight of 5 tons.,0,neutral_statement,none,weight,,original,none,,,GRP_000136,0
The scale in the locker room showed 185 pounds.,0,neutral_statement,none,weight,,original,none,,,GRP_000137,0
Bullying others about weight is never the answer. Please be kind and understanding.,0,meta_commentary_condemning_bullying,individual,weight,,original,none,,,GRP_000138,0
Why do people feel the need to target others over their weight? It's never okay to bully.,0,meta_commentary_condemning_bullying,individual,weight,,original,none,,,GRP_000139,0
It's important to stand up to weight-based bullying. Spread awareness and kindness instead!,0,meta_commentary_condemning_bullying,topic,weight,,original,none,,,GRP_000140,0
Let's end weight-based bullying together! It's time for us all to support one another.,0,meta_commentary_condemning_bullying,self,weight,,original,none,,,GRP_000141,0
Weight bullying is never acceptable. Educate yourself on how to be supportive and encouraging!,0,meta_commentary_condemning_bullying,individual,weight,,original,none,,,GRP_000142,0
Bullying others over their weight is a sign of ignorance and immaturity. Be better than that!,0,meta_commentary_condemning_bullying,individual,weight,,original,none,,,GRP_000143,0
"Weight-based bullying is never okay, no matter the reason. Always choose kindness over cruelty.",0,meta_commentary_condemning_bullying,topic,weight,,original,none,,,GRP_000144,0
"Bullying others over their weight is an act of weakness, not strength. Be better and choose empathy.",0,meta_commentary_condemning_bullying,group,weight,,original,none,,,GRP_000145,0
It's time to stop weight-based bullying. Let's come together and create a world where everyone feels loved and accepted.,0,meta_commentary_condemning_bullying,individual,weight,,original,none,,,GRP_000146,0
"So, that's the guy who stands out, not because of his height, but his incredible fashion sense and unique sense of humor!",1,implicit_mockery,individual,height,,original,none,,,GRP_000147,0
"You know what they say, the higher you are, the better the view. And let me tell you, you have the best view in town!",1,implicit_mockery,individual,height,,original,none,,,GRP_000148,0
How is it possible for someone with such a great height to be so clumsy?,1,implicit_mockery,individual,height,,original,none,,,GRP_000149,0
"Did you know that tall people have to bend down to fit into normal cars? Well, now you do!",1,implicit_mockery,individual,height,,original,none,,,GRP_000150,0
"He must have taken the 'tall and handsome' genes, but he can't find the 'not too clumsy' genes. What a combo!",1,implicit_mockery,individual,height,,original,none,,,GRP_000151,0
I wonder if you could help me reach the top shelf? It's not because of your height; it's just because I'm feeling generous today!,1,implicit_mockery,individual,height,,original,none,,,GRP_000152,0
"I love when someone who towers over me complains about not being able to reach the top shelf at the supermarket. Like, really?!",1,implicit_mockery,individual,height,,original,none,,,GRP_000153,0
I hope you're not too tall for a simple hug!,1,implicit_mockery,individual,height,,original,none,,,GRP_000154,0
"Remember, the shorter guy doesn't belong in our team's photos. Just ignore him.",1,social_exclusion,individual,height,,original,none,,,GRP_000155,0
Why can't we ever find a place where the short guy isn't around? It's so annoying.,1,social_exclusion,individual,height,,original,none,,,GRP_000156,0
I can't believe we're stuck with that short guy in our project. We need someone tall and competent.,1,social_exclusion,individual,height,,original,none,,,GRP_000157,0
The short guy always messes up our group photos. Maybe it's time to make a new group without him?,1,social_exclusion,individual,height,,original,none,,,GRP_000158,0
I'm just so tired of his height. Can't we exclude him from our events?,1,social_exclusion,individual,height,,original,none,,,GRP_000159,0
Do we have to include that short guy in all of our team activities? It's so uncomfortable.,1,social_exclusion,individual,height,,original,none,,,GRP_000160,0
"He's always trying to sneak into our group photos, it's such a nuisance. Can we do anything about it?",1,social_exclusion,individual,height,,original,none,,,GRP_000161,0
It's really getting old seeing that short guy in all of our events. Can't we make new plans without him?,1,social_exclusion,individual,height,,original,none,,,GRP_000162,0
Can we please avoid inviting that short guy to our gatherings? It makes everyone uncomfortable.,1,social_exclusion,individual,height,,original,none,,,GRP_000163,0
I can't believe we haven't figured out a way to exclude him from our group. It's frustrating.,1,social_exclusion,individual,height,,original,none,,,GRP_000164,0
"I heard that John is so short, he needs a step stool to reach the first row in concerts.",1,rumor_spreading,individual,height,,original,none,,,GRP_000165,0
Did you know that Sarah is always wearing high heels to appear taller? It's actually quite comical.,1,rumor_spreading,individual,height,,original,none,,,GRP_000166,0
"Mark always feels like the odd one out because he's the shortest in our group. But hey, at least he's not a midget!",1,rumor_spreading,individual,height,,original,none,,,GRP_000167,0
"Did you hear that Lisa is the shortest in her school, and they tease her about it all the time?",1,rumor_spreading,individual,height,,original,none,,,GRP_000168,0
"It's hilarious how Mike keeps standing on his tippy toes to look more intimidating. But hey, at least it makes him taller!",1,rumor_spreading,individual,height,,original,none,,,GRP_000169,0
I'm sure you've all noticed that John's height makes it difficult for him to reach things on tall shelves. Poor guy!,1,rumor_spreading,individual,height,,original,none,,,GRP_000170,0
"Sarah's height is so inconvenient, she always has to carry a stool with her everywhere she goes. Such a burden!",1,rumor_spreading,individual,height,,original,none,,,GRP_000171,0
Mary's height is really her greatest insecurity. Can't wait to see how she's going to feel when she sees our group photo without her on the first row!,1,rumor_spreading,individual,height,,original,none,,,GRP_000172,0
Did you know that Mike is always asking someone else to reach the top shelf for him? Pathetic!,1,rumor_spreading,individual,height,,original,none,,,GRP_000173,0
"You're so tall, I bet you can reach the top shelf without a step stool!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000174,0
"Wow, you must have really good genes to be that tall!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000175,0
"I could never reach the top shelf like you, you must be so proud!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000176,0
"You're like a beanstalk, always reaching for the sky!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000177,0
Must be nice to have an advantage in basketball just by being tall!,1,backhanded_compliment,individual,height,,original,none,,,GRP_000178,0
"You're so tall, I bet you feel like a giant sometimes!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000179,0
"I guess being tall has its perks, like reaching things on high shelves!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000180,0
"With your height, you must feel like you're always being watched!",1,backhanded_compliment,individual,height,,original,none,,,GRP_000181,0
"Must be nice to have an extra reach in the crowd, eh?",1,backhanded_compliment,individual,height,,original,none,,,GRP_000182,0
"Your height gives you an interesting perspective on things, huh?",1,backhanded_compliment,individual,height,,original,none,,,GRP_000183,0
"Oh look, it's the guy who makes a statement with his pathetic height.",1,explicit_insult_clean,individual,height,,original,none,,,GRP_000184,0
Nobody likes the worthless person who thinks he's tall just because of his height.,1,explicit_insult_clean,individual,height,,original,none,,,GRP_000185,0
"The guy who calls himself tall but in reality is just average? Yeah, we all see you.",1,explicit_insult_clean,individual,height,,original,none,,,GRP_000186,0
"I mean, how are you so proud of your height when everybody knows it's nothing special?",1,explicit_insult_clean,individual,height,,original,none,,,GRP_000187,0
"I can't believe you actually think you're taller than everyone else. Get a mirror, buddy.",1,explicit_insult_clean,individual,height,,original,none,,,GRP_000188,0
Tall? More like short and trying to compensate for it by acting like a giant.,1,explicit_insult_clean,individual,height,,original,none,,,GRP_000189,0
I've seen people who are genuinely tall and it's not like this... this isn't even trying.,1,explicit_insult_clean,individual,height,,original,none,,,GRP_000190,0
"Haha, I guess you didn't get the memo that tall doesn't mean taller than a child.",1,explicit_insult_clean,individual,height,,original,none,,,GRP_000191,0
"I hope you're ready to be a social pariah, because everyone's going to see your height and start giggling.",1,threat_clean,individual,height,,original,none,,,GRP_000192,0
"Next time we hang out, just imagine everyone else laughing at your tallness.",1,threat_clean,individual,height,,original,none,,,GRP_000193,0
"Watch out, you'll be the laughingstock of the party for your abnormal height.",1,threat_clean,individual,height,,original,none,,,GRP_000194,0
Your towering height is going to get you excluded from the popular crowd.,1,threat_clean,individual,height,,original,none,,,GRP_000195,0
Better get ready to feel humiliated when people start pointing and laughing at your gigantic height.,1,threat_clean,individual,height,,original,none,,,GRP_000196,0
Your tallness is a punchline waiting to happen. Everyone will laugh at you for it.,1,threat_clean,individual,height,,original,none,,,GRP_000197,0
You're going to be the social laughingstock because of your height. No one will want to be around you.,1,threat_clean,individual,height,,original,none,,,GRP_000198,0
"You're so short, it's like having a little brother around.",1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000199,0
"Did you know, the average person is taller than you? Just thought you should know.",1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000200,0
"When you stand next to people, do you feel like you're disappearing?",1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000201,0
It's funny how people taller than you seem to always take up more space.,1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000202,0
Are you sure you don't want to stand on a step stool to reach the same eye level as others?,1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000203,0
"You know, tall people have a lot of confidence. Maybe you should try growing a bit?",1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000204,0
"People always say, if you can't beat 'em, join 'em. Should you consider wearing high heels all the time?",1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000205,0
Are you concerned that your height might be holding you back in life?,1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000206,0
"You know, sometimes, the best way to make someone feel better about their height is to talk about how they lack in other ways.",1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000207,0
Do you ever feel like the world would be a better place if everyone was just a little bit taller?,1,manipulation_gaslighting,individual,height,,original,none,,,GRP_000208,0
Standing on tiptoes all day can really tire you out. 😫,0,topic_opinion_negative,topic,height,,original,none,,,GRP_000209,0
Why is it so hard to fit everything in such tall shelves? 🙄,0,topic_opinion_negative,topic,height,,original,none,,,GRP_000210,0
Can't believe I spilled my coffee on that tall table. 🤦‍♂️,0,topic_opinion_negative,topic,height,,original,none,,,GRP_000211,0
"I love the view from this tall window, but reaching for the window cleaner is a struggle. 😕",0,topic_opinion_negative,topic,height,,original,none,,,GRP_000212,0
Hanging up the decorations on those tall walls was not an easy task. 🤦‍♀️,0,topic_opinion_negative,topic,height,,original,none,,,GRP_000213,0
Trying to dust the top of this tall bookshelf... 😩,0,topic_opinion_negative,topic,height,,original,none,,,GRP_000214,0
I hate it when I have to reach for something on that tall cabinet. 🤯,0,topic_opinion_negative,topic,height,,original,none,,,GRP_000215,0
